EmployeeID,FirstName,LastName,Age,Gender,MaritalStatus,Department,JobRole,MonthlyIncome,EducationLevel,HireDate,EmploymentStatus,ManagerID,BusinessTravel,OverTime
743,Emp743,LN743,33,Female,Divorced,Operations,Operations Analyst,19348,PhD,2010-09-21,Active,39.0,Travel_Frequently,Yes
744,Emp744,LN744,25,Nonbinary,Divorced,Engineering,DevOps Engineer,6929,PhD,2011-07-16,Leave of Absence,132.0,Non-Travel,No
745,Emp745,LN745,49,Male,Married,Marketing,Brand Manager,19563,Bachelor's,2006-07-23,Leave of Absence,25.0,Travel_Rarely,No
746,Emp746,LN746,60,Male,Divorced,IT,IT Support,7629,PhD,2019-05-06,Leave of Absence,65.0,Non-Travel,Yes
747,Emp747,LN747,49,Nonbinary,Divorced,Sales,Sales Representative,18316,High School,2017-08-20,Leave of Absence,71.0,Non-Travel,Yes
748,Emp748,LN748,56,Male,Divorced,Customer Success,Support Associate,13842,PhD,2010-04-20,Active,1.0,Travel_Rarely,No
749,Emp749,LN749,30,Nonbinary,Divorced,Operations,Logistics Coordinator,13484,Associate's,2006-10-23,Terminated,127.0,Travel_Frequently,No
750,Emp750,LN750,43,Female,Divorced,Finance,Accountant,4089,Associate's,2018-05-24,Active,96.0,Non-Travel,No
751,Emp751,LN751,40,Male,Single,Sales,Sales Executive,8227,Bachelor's,2010-05-13,Active,30.0,Non-Travel,Yes
752,Emp752,LN752,60,Female,Divorced,Marketing,Marketing Analyst,17988,Associate's,2022-03-17,Leave of Absence,102.0,Travel_Rarely,No
753,Emp753,LN753,22,Female,Married,R&D,Principal Researcher,6791,High School,2010-03-15,Leave of Absence,109.0,Travel_Frequently,Yes
754,Emp754,LN754,51,Female,Married,Sales,Sales Representative,18037,Master's,2019-11-15,Terminated,71.0,Travel_Frequently,No
755,Emp755,LN755,38,Female,Divorced,Customer Success,Customer Success Manager,18338,PhD,2009-09-29,Terminated,121.0,Travel_Frequently,Yes
756,Emp756,LN756,40,Female,Married,IT,Network Engineer,7748,Associate's,2021-11-15,Active,30.0,Non-Travel,No
757,Emp757,LN757,48,Male,Single,IT,IT Support,19054,High School,2020-11-06,Terminated,7.0,Travel_Frequently,No
758,Emp758,LN758,60,Male,Single,Marketing,Brand Manager,17781,Associate's,2022-04-08,Active,60.0,Travel_Rarely,No
759,Emp759,LN759,36,Female,Divorced,IT,Network Engineer,3691,PhD,2013-01-23,Terminated,37.0,Non-Travel,No
760,Emp760,LN760,39,Male,Divorced,Engineering,DevOps Engineer,7045,Master's,2014-07-30,Terminated,80.0,Travel_Rarely,No
761,Emp761,LN761,60,Male,Divorced,IT,Systems Admin,9730,Bachelor's,2013-07-29,Terminated,42.0,Travel_Frequently,No
762,Emp762,LN762,28,Male,Divorced,Customer Success,Support Associate,10365,Master's,2013-01-14,Active,88.0,Travel_Rarely,No
763,Emp763,LN763,37,Nonbinary,Divorced,Engineering,Data Engineer,15122,Bachelor's,2012-06-12,Active,34.0,Travel_Frequently,No
764,Emp764,LN764,54,Female,Married,Marketing,Brand Manager,11339,Associate's,2014-03-15,Active,89.0,Travel_Rarely,No
765,Emp765,LN765,31,Nonbinary,Divorced,Finance,Accountant,11390,PhD,2020-09-22,Active,93.0,Travel_Rarely,Yes
766,Emp766,LN766,54,Female,Married,Finance,Financial Analyst,13403,Master's,2017-05-12,Active,85.0,Travel_Frequently,Yes
767,Emp767,LN767,60,Female,Married,Operations,Logistics Coordinator,14305,PhD,2019-05-17,Leave of Absence,34.0,Travel_Frequently,Yes
768,Emp768,LN768,24,Female,Single,Marketing,SEO Specialist,18914,PhD,2008-04-27,Terminated,35.0,Non-Travel,Yes
769,Emp769,LN769,47,Nonbinary,Divorced,Sales,Account Manager,4360,Associate's,2021-07-06,Active,100.0,Travel_Rarely,Yes
770,Emp770,LN770,36,Female,Single,Finance,Accountant,10405,Associate's,2022-04-28,Terminated,140.0,Travel_Frequently,No
771,Emp771,LN771,38,Nonbinary,Single,Operations,Logistics Coordinator,11912,High School,2014-12-08,Terminated,145.0,Travel_Frequently,No
772,Emp772,LN772,35,Female,Divorced,IT,Network Engineer,13723,Bachelor's,2018-07-21,Leave of Absence,80.0,Travel_Frequently,No
773,Emp773,LN773,41,Male,Single,Sales,Account Manager,17651,PhD,2010-01-31,Active,135.0,Travel_Frequently,Yes
774,Emp774,LN774,40,Female,Divorced,R&D,Lab Technician,4505,Bachelor's,2016-12-08,Leave of Absence,89.0,Travel_Frequently,No
775,Emp775,LN775,22,Female,Married,R&D,Principal Researcher,18158,Bachelor's,2021-02-06,Active,57.0,Travel_Rarely,No
776,Emp776,LN776,39,Male,Married,IT,IT Support,13506,Master's,2007-05-04,Terminated,85.0,Non-Travel,Yes
777,Emp777,LN777,34,Nonbinary,Married,Sales,Sales Representative,18603,PhD,2016-12-17,Terminated,87.0,Travel_Frequently,No
778,Emp778,LN778,28,Nonbinary,Divorced,Sales,Sales Executive,6400,Associate's,2008-02-22,Leave of Absence,65.0,Travel_Rarely,Yes
779,Emp779,LN779,39,Male,Married,Engineering,DevOps Engineer,19200,Master's,2010-09-10,Leave of Absence,5.0,Travel_Rarely,Yes
780,Emp780,LN780,48,Nonbinary,Divorced,Human Resources,HR Manager,5455,Bachelor's,2009-05-25,Leave of Absence,98.0,Non-Travel,Yes
781,Emp781,LN781,38,Female,Single,Engineering,Software Engineer,13667,High School,2007-03-07,Leave of Absence,143.0,Travel_Rarely,Yes
782,Emp782,LN782,52,Female,Single,Finance,Finance Manager,18421,Master's,2015-02-22,Active,41.0,Travel_Rarely,Yes
783,Emp783,LN783,55,Male,Single,Human Resources,Recruiter,6089,Bachelor's,2009-01-12,Terminated,111.0,Non-Travel,No
784,Emp784,LN784,29,Male,Single,Human Resources,HR Specialist,19583,Master's,2009-01-28,Terminated,100.0,Travel_Frequently,Yes
785,Emp785,LN785,31,Female,Single,Sales,Account Manager,12242,PhD,2020-06-26,Terminated,17.0,Travel_Frequently,No
786,Emp786,LN786,26,Male,Divorced,IT,IT Support,14044,High School,2019-11-13,Leave of Absence,18.0,Travel_Rarely,No
787,Emp787,LN787,56,Nonbinary,Married,Marketing,Marketing Analyst,15464,Master's,2017-11-15,Terminated,98.0,Travel_Frequently,Yes
788,Emp788,LN788,21,Nonbinary,Single,Sales,Account Manager,16472,Associate's,2017-06-07,Leave of Absence,122.0,Travel_Frequently,Yes
789,Emp789,LN789,49,Male,Single,Human Resources,HR Specialist,10448,Associate's,2011-03-17,Terminated,140.0,Non-Travel,No
790,Emp790,LN790,53,Female,Divorced,Engineering,DevOps Engineer,10719,Bachelor's,2005-01-02,Leave of Absence,56.0,Travel_Frequently,Yes
791,Emp791,LN791,40,Female,Divorced,Sales,Sales Executive,13244,Bachelor's,2014-03-05,Terminated,129.0,Non-Travel,Yes
792,Emp792,LN792,25,Nonbinary,Single,Human Resources,HR Manager,14690,Master's,2020-08-09,Terminated,76.0,Travel_Rarely,Yes
793,Emp793,LN793,55,Female,Married,Customer Success,Support Associate,9671,Bachelor's,2006-05-21,Terminated,33.0,Non-Travel,No
794,Emp794,LN794,35,Female,Single,Finance,Financial Analyst,17495,PhD,2021-10-21,Leave of Absence,90.0,Travel_Frequently,No
795,Emp795,LN795,32,Female,Divorced,Customer Success,Customer Success Manager,14201,Master's,2017-10-06,Terminated,129.0,Travel_Frequently,No
796,Emp796,LN796,46,Female,Married,IT,Network Engineer,17301,Master's,2010-08-02,Active,19.0,Non-Travel,Yes
797,Emp797,LN797,27,Female,Single,Marketing,Brand Manager,13971,Bachelor's,2011-02-10,Active,79.0,Non-Travel,Yes
798,Emp798,LN798,22,Nonbinary,Married,Finance,Finance Manager,12256,PhD,2021-05-14,Active,129.0,Travel_Rarely,No
799,Emp799,LN799,54,Female,Single,IT,Network Engineer,12862,Bachelor's,2005-12-06,Active,24.0,Travel_Frequently,No
800,Emp800,LN800,23,Male,Married,Operations,Operations Analyst,9608,High School,2014-07-27,Active,106.0,Travel_Frequently,No
801,Emp801,LN801,42,Female,Divorced,R&D,Lab Technician,7297,High School,2006-04-23,Leave of Absence,128.0,Non-Travel,No
802,Emp802,LN802,52,Female,Divorced,Human Resources,Recruiter,7596,Associate's,2010-08-04,Active,58.0,Travel_Frequently,Yes
803,Emp803,LN803,59,Nonbinary,Married,IT,Systems Admin,19297,Master's,2005-04-18,Terminated,37.0,Travel_Frequently,No
804,Emp804,LN804,57,Male,Single,Human Resources,HR Specialist,3119,High School,2011-12-23,Leave of Absence,3.0,Non-Travel,Yes
805,Emp805,LN805,51,Nonbinary,Single,Marketing,SEO Specialist,13615,PhD,2021-02-04,Leave of Absence,65.0,Non-Travel,No
806,Emp806,LN806,46,Male,Married,Finance,Financial Analyst,17597,Associate's,2005-12-24,Active,85.0,Non-Travel,No
807,Emp807,LN807,32,Female,Married,Sales,Sales Representative,15427,Bachelor's,2006-02-03,Terminated,80.0,Travel_Frequently,No
808,Emp808,LN808,26,Male,Single,Human Resources,Recruiter,9219,Bachelor's,2017-10-12,Leave of Absence,53.0,Travel_Frequently,No
809,Emp809,LN809,60,Nonbinary,Married,Sales,Sales Representative,6153,Master's,2005-04-09,Leave of Absence,1.0,Travel_Rarely,No
810,Emp810,LN810,44,Female,Divorced,Sales,Sales Representative,19304,Bachelor's,2008-12-05,Active,138.0,Travel_Rarely,No
811,Emp811,LN811,59,Nonbinary,Married,Sales,Sales Executive,16463,Master's,2006-03-07,Leave of Absence,110.0,Travel_Rarely,No
812,Emp812,LN812,27,Male,Divorced,Engineering,Software Engineer,15134,Associate's,2011-08-30,Active,113.0,Travel_Frequently,No
813,Emp813,LN813,50,Female,Single,Customer Success,Customer Success Manager,19729,Bachelor's,2014-09-24,Leave of Absence,100.0,Non-Travel,Yes
814,Emp814,LN814,52,Female,Single,Engineering,DevOps Engineer,3632,Associate's,2007-03-30,Leave of Absence,26.0,Travel_Frequently,No
815,Emp815,LN815,20,Nonbinary,Married,IT,Systems Admin,15936,PhD,2020-05-09,Leave of Absence,58.0,Non-Travel,No
816,Emp816,LN816,34,Male,Divorced,Human Resources,Recruiter,19749,Bachelor's,2021-05-08,Leave of Absence,24.0,Travel_Rarely,Yes
817,Emp817,LN817,60,Male,Divorced,Finance,Accountant,3765,Bachelor's,2019-05-03,Active,95.0,Non-Travel,No
818,Emp818,LN818,45,Male,Married,IT,Network Engineer,10018,Master's,2017-01-13,Leave of Absence,50.0,Travel_Rarely,No
819,Emp819,LN819,26,Male,Divorced,Operations,Operations Analyst,18465,PhD,2011-12-02,Terminated,90.0,Non-Travel,Yes
820,Emp820,LN820,52,Male,Single,Marketing,SEO Specialist,11268,Master's,2016-12-02,Active,85.0,Travel_Frequently,No
821,Emp821,LN821,39,Female,Divorced,Finance,Finance Manager,12338,High School,2009-06-18,Active,6.0,Non-Travel,No
822,Emp822,LN822,43,Male,Divorced,Sales,Account Manager,9985,Master's,2017-10-09,Terminated,124.0,Non-Travel,No
823,Emp823,LN823,46,Male,Divorced,R&D,Research Scientist,3557,Bachelor's,2013-08-31,Leave of Absence,8.0,Non-Travel,Yes
824,Emp824,LN824,56,Female,Married,Marketing,SEO Specialist,13625,High School,2019-01-05,Terminated,137.0,Travel_Frequently,Yes
825,Emp825,LN825,20,Male,Single,Operations,Logistics Coordinator,10399,Associate's,2012-10-06,Terminated,131.0,Travel_Rarely,No
826,Emp826,LN826,42,Female,Divorced,Marketing,Marketing Analyst,7167,Associate's,2018-04-12,Terminated,71.0,Travel_Rarely,Yes
827,Emp827,LN827,53,Female,Married,Customer Success,Customer Success Manager,5409,High School,2022-08-20,Terminated,55.0,Travel_Frequently,No
828,Emp828,LN828,41,Nonbinary,Single,IT,Systems Admin,4752,PhD,2021-09-02,Leave of Absence,124.0,Travel_Frequently,Yes
829,Emp829,LN829,41,Nonbinary,Single,Operations,Operations Analyst,11862,Master's,2021-02-16,Leave of Absence,7.0,Non-Travel,Yes
830,Emp830,LN830,24,Nonbinary,Divorced,IT,Systems Admin,10769,Bachelor's,2018-04-13,Terminated,89.0,Travel_Frequently,No
831,Emp831,LN831,46,Female,Married,Marketing,Marketing Analyst,14240,High School,2018-12-03,Leave of Absence,86.0,Travel_Rarely,No
832,Emp832,LN832,38,Nonbinary,Single,Marketing,SEO Specialist,15346,Master's,2013-07-08,Active,11.0,Travel_Frequently,No
833,Emp833,LN833,49,Female,Married,Finance,Accountant,6363,Bachelor's,2009-06-14,Leave of Absence,147.0,Non-Travel,Yes
834,Emp834,LN834,39,Male,Married,Finance,Financial Analyst,16727,Master's,2011-07-04,Terminated,85.0,Travel_Frequently,No
835,Emp835,LN835,35,Nonbinary,Single,Engineering,Data Engineer,3855,Associate's,2019-08-21,Active,129.0,Non-Travel,Yes
836,Emp836,LN836,32,Nonbinary,Divorced,Marketing,Marketing Analyst,12423,High School,2005-01-07,Terminated,86.0,Travel_Frequently,No
837,Emp837,LN837,51,Female,Married,Engineering,Software Engineer,5239,High School,2006-04-18,Active,89.0,Non-Travel,No
838,Emp838,LN838,24,Nonbinary,Single,IT,IT Support,5715,PhD,2009-06-20,Leave of Absence,104.0,Non-Travel,Yes
839,Emp839,LN839,47,Female,Single,Human Resources,HR Specialist,17609,High School,2005-09-27,Leave of Absence,73.0,Non-Travel,No
840,Emp840,LN840,23,Male,Married,IT,Network Engineer,17934,High School,2011-10-21,Leave of Absence,32.0,Travel_Rarely,No
841,Emp841,LN841,46,Nonbinary,Single,Sales,Sales Executive,17776,High School,2017-03-04,Active,18.0,Travel_Frequently,Yes
842,Emp842,LN842,31,Nonbinary,Divorced,Sales,Sales Representative,4716,Associate's,2012-04-23,Active,40.0,Non-Travel,No
843,Emp843,LN843,27,Female,Divorced,Human Resources,HR Specialist,10385,High School,2018-06-17,Active,58.0,Non-Travel,Yes
844,Emp844,LN844,37,Nonbinary,Married,Customer Success,Support Associate,11746,High School,2022-08-22,Active,99.0,Travel_Frequently,Yes
845,Emp845,LN845,50,Male,Married,Operations,Operations Analyst,14507,Bachelor's,2018-08-09,Terminated,40.0,Travel_Frequently,Yes
846,Emp846,LN846,28,Male,Married,Engineering,DevOps Engineer,7138,PhD,2011-06-05,Active,130.0,Travel_Frequently,No
847,Emp847,LN847,47,Male,Single,Marketing,Brand Manager,9694,PhD,2006-10-07,Leave of Absence,71.0,Non-Travel,No
848,Emp848,LN848,32,Female,Single,Finance,Accountant,9225,Master's,2010-05-22,Terminated,98.0,Non-Travel,No
849,Emp849,LN849,45,Male,Divorced,R&D,Research Scientist,9880,Bachelor's,2013-01-21,Terminated,88.0,Travel_Frequently,No
850,Emp850,LN850,47,Nonbinary,Divorced,R&D,Research Scientist,9581,High School,2017-02-21,Active,147.0,Travel_Rarely,Yes
851,Emp851,LN851,29,Nonbinary,Divorced,Sales,Account Manager,19442,Bachelor's,2008-10-25,Terminated,33.0,Travel_Frequently,No
852,Emp852,LN852,53,Nonbinary,Single,Engineering,DevOps Engineer,4535,PhD,2022-09-29,Active,83.0,Non-Travel,No
853,Emp853,LN853,56,Female,Married,R&D,Research Scientist,11403,Associate's,2016-09-15,Terminated,128.0,Non-Travel,Yes
854,Emp854,LN854,30,Nonbinary,Single,Customer Success,Support Associate,16018,Master's,2014-03-27,Active,99.0,Travel_Frequently,No
855,Emp855,LN855,46,Male,Married,Human Resources,Recruiter,17985,Associate's,2014-11-28,Leave of Absence,138.0,Travel_Rarely,No
856,Emp856,LN856,38,Female,Married,Engineering,DevOps Engineer,15201,Master's,2015-07-19,Leave of Absence,54.0,Non-Travel,Yes
857,Emp857,LN857,35,Nonbinary,Single,Operations,Logistics Coordinator,3560,Bachelor's,2018-11-04,Terminated,63.0,Non-Travel,Yes
858,Emp858,LN858,50,Nonbinary,Single,Finance,Finance Manager,11684,Associate's,2010-03-20,Terminated,135.0,Travel_Frequently,Yes
859,Emp859,LN859,50,Female,Married,Customer Success,Support Associate,15086,High School,2016-07-16,Terminated,130.0,Non-Travel,No
860,Emp860,LN860,50,Female,Married,Operations,Operations Analyst,10495,High School,2005-06-04,Active,111.0,Non-Travel,No
861,Emp861,LN861,49,Nonbinary,Divorced,Sales,Sales Executive,3329,High School,2010-11-19,Terminated,58.0,Travel_Frequently,Yes
862,Emp862,LN862,22,Female,Divorced,Marketing,Marketing Analyst,15495,PhD,2021-06-25,Active,90.0,Travel_Frequently,Yes
863,Emp863,LN863,29,Female,Single,Human Resources,Recruiter,6180,High School,2019-05-12,Leave of Absence,34.0,Non-Travel,No
864,Emp864,LN864,46,Female,Single,Engineering,DevOps Engineer,19120,Associate's,2009-08-04,Terminated,143.0,Travel_Rarely,Yes
865,Emp865,LN865,32,Male,Single,Customer Success,Support Associate,15467,Bachelor's,2007-07-19,Terminated,70.0,Non-Travel,No
866,Emp866,LN866,21,Nonbinary,Married,R&D,Principal Researcher,13824,Bachelor's,2005-11-23,Leave of Absence,83.0,Non-Travel,No
867,Emp867,LN867,28,Male,Divorced,R&D,Lab Technician,14359,High School,2018-02-15,Terminated,108.0,Travel_Rarely,No
868,Emp868,LN868,36,Male,Married,IT,Systems Admin,8392,High School,2020-10-02,Active,141.0,Travel_Frequently,No
869,Emp869,LN869,51,Male,Divorced,Human Resources,HR Manager,16310,Associate's,2018-11-10,Leave of Absence,132.0,Travel_Frequently,Yes
870,Emp870,LN870,53,Female,Married,Engineering,Software Engineer,11103,Master's,2008-06-15,Active,115.0,Non-Travel,No
871,Emp871,LN871,20,Female,Divorced,R&D,Lab Technician,11029,Bachelor's,2013-02-23,Leave of Absence,46.0,Travel_Frequently,No
872,Emp872,LN872,21,Nonbinary,Divorced,Marketing,Marketing Analyst,11151,Associate's,2016-08-05,Terminated,78.0,Non-Travel,Yes
873,Emp873,LN873,49,Male,Married,Operations,Operations Analyst,3157,Bachelor's,2015-01-24,Active,31.0,Travel_Rarely,No
874,Emp874,LN874,51,Female,Divorced,Sales,Sales Representative,12259,Associate's,2017-02-01,Active,115.0,Non-Travel,Yes
875,Emp875,LN875,44,Male,Divorced,R&D,Principal Researcher,18019,PhD,2014-02-15,Active,79.0,Travel_Frequently,No
876,Emp876,LN876,43,Female,Single,IT,Network Engineer,16350,PhD,2018-02-13,Terminated,118.0,Non-Travel,Yes
877,Emp877,LN877,51,Nonbinary,Single,Operations,Operations Analyst,3764,PhD,2011-01-13,Terminated,121.0,Travel_Frequently,Yes
878,Emp878,LN878,23,Nonbinary,Married,Marketing,Brand Manager,5295,PhD,2007-06-04,Active,129.0,Non-Travel,No
879,Emp879,LN879,53,Nonbinary,Divorced,Customer Success,Support Associate,6239,Associate's,2020-12-25,Active,18.0,Travel_Rarely,Yes
880,Emp880,LN880,41,Female,Single,R&D,Lab Technician,8971,Bachelor's,2013-03-31,Active,46.0,Travel_Frequently,No
881,Emp881,LN881,21,Male,Divorced,Customer Success,Support Associate,7368,Associate's,2008-11-03,Leave of Absence,107.0,Non-Travel,Yes
882,Emp882,LN882,55,Male,Single,R&D,Lab Technician,19604,Bachelor's,2012-03-31,Active,6.0,Travel_Frequently,Yes
883,Emp883,LN883,45,Nonbinary,Single,IT,Systems Admin,12890,PhD,2016-01-13,Terminated,114.0,Travel_Rarely,No
884,Emp884,LN884,49,Female,Married,Sales,Sales Representative,5835,High School,2022-07-09,Terminated,123.0,Travel_Frequently,Yes
885,Emp885,LN885,59,Male,Single,Human Resources,HR Specialist,11681,High School,2005-07-13,Active,82.0,Travel_Frequently,Yes
886,Emp886,LN886,50,Female,Divorced,Engineering,Software Engineer,9072,Bachelor's,2008-05-26,Leave of Absence,3.0,Non-Travel,No
887,Emp887,LN887,53,Nonbinary,Divorced,Engineering,DevOps Engineer,5149,High School,2017-05-11,Active,130.0,Travel_Frequently,No
888,Emp888,LN888,23,Nonbinary,Single,Customer Success,Support Associate,19328,Bachelor's,2008-04-25,Leave of Absence,60.0,Non-Travel,Yes
889,Emp889,LN889,32,Nonbinary,Divorced,Finance,Financial Analyst,15295,Associate's,2020-06-02,Active,138.0,Travel_Rarely,No
890,Emp890,LN890,21,Male,Married,Engineering,DevOps Engineer,10100,Bachelor's,2016-02-20,Leave of Absence,1.0,Travel_Frequently,No
891,Emp891,LN891,50,Nonbinary,Married,Finance,Accountant,13692,High School,2019-10-29,Terminated,70.0,Non-Travel,Yes
892,Emp892,LN892,21,Nonbinary,Single,Operations,Operations Analyst,11338,Bachelor's,2008-05-11,Leave of Absence,82.0,Travel_Rarely,No
893,Emp893,LN893,39,Male,Married,Marketing,SEO Specialist,17519,Associate's,2005-12-16,Leave of Absence,12.0,Travel_Rarely,Yes
894,Emp894,LN894,20,Female,Single,Marketing,Marketing Analyst,10277,High School,2020-11-05,Terminated,62.0,Non-Travel,No
895,Emp895,LN895,48,Nonbinary,Married,R&D,Research Scientist,6869,PhD,2017-04-24,Leave of Absence,15.0,Travel_Frequently,Yes
896,Emp896,LN896,26,Nonbinary,Single,Sales,Sales Representative,11908,PhD,2010-10-11,Active,37.0,Travel_Frequently,Yes
897,Emp897,LN897,34,Female,Single,R&D,Principal Researcher,5125,Associate's,2021-11-30,Active,57.0,Travel_Frequently,No
898,Emp898,LN898,45,Female,Single,Customer Success,Customer Success Manager,7389,PhD,2008-08-04,Active,145.0,Non-Travel,No
899,Emp899,LN899,44,Nonbinary,Single,R&D,Research Scientist,16327,Associate's,2012-05-26,Terminated,78.0,Travel_Rarely,Yes
900,Emp900,LN900,58,Male,Divorced,Finance,Financial Analyst,11800,Associate's,2021-05-05,Active,89.0,Non-Travel,No
901,Emp901,LN901,55,Nonbinary,Single,Sales,Account Manager,19365,Bachelor's,2007-09-11,Terminated,62.0,Non-Travel,No
902,Emp902,LN902,26,Female,Married,Customer Success,Support Associate,6167,Bachelor's,2020-11-18,Leave of Absence,132.0,Travel_Frequently,No
903,Emp903,LN903,38,Nonbinary,Single,Marketing,SEO Specialist,9840,Bachelor's,2008-11-02,Terminated,54.0,Non-Travel,No
904,Emp904,LN904,34,Male,Single,IT,Systems Admin,12831,High School,2006-01-31,Terminated,111.0,Travel_Rarely,Yes
905,Emp905,LN905,21,Male,Single,Engineering,Software Engineer,11330,Master's,2016-02-11,Terminated,71.0,Travel_Rarely,Yes
906,Emp906,LN906,57,Female,Married,Operations,Operations Analyst,6266,Bachelor's,2017-05-18,Leave of Absence,21.0,Travel_Rarely,No
907,Emp907,LN907,43,Female,Married,Customer Success,Customer Success Manager,10471,High School,2020-08-05,Leave of Absence,141.0,Travel_Rarely,No
908,Emp908,LN908,38,Female,Single,Marketing,Marketing Analyst,4227,Master's,2016-02-09,Terminated,69.0,Travel_Rarely,Yes
909,Emp909,LN909,47,Male,Divorced,R&D,Research Scientist,3363,Bachelor's,2012-03-11,Leave of Absence,67.0,Travel_Rarely,Yes
910,Emp910,LN910,24,Nonbinary,Divorced,Marketing,Brand Manager,14858,Associate's,2020-08-13,Leave of Absence,46.0,Non-Travel,No
911,Emp911,LN911,34,Nonbinary,Single,Finance,Accountant,4505,Master's,2015-03-09,Terminated,141.0,Travel_Rarely,Yes
912,Emp912,LN912,59,Nonbinary,Married,Operations,Logistics Coordinator,14095,PhD,2022-05-05,Leave of Absence,12.0,Non-Travel,Yes
913,Emp913,LN913,33,Nonbinary,Married,Marketing,Brand Manager,7229,Associate's,2015-12-25,Leave of Absence,43.0,Travel_Frequently,No
914,Emp914,LN914,56,Female,Divorced,Marketing,Marketing Analyst,10785,Associate's,2015-08-08,Leave of Absence,133.0,Travel_Frequently,Yes
915,Emp915,LN915,54,Male,Divorced,IT,Network Engineer,8025,Associate's,2016-03-06,Active,121.0,Non-Travel,No
916,Emp916,LN916,55,Male,Single,R&D,Research Scientist,6773,PhD,2015-06-28,Leave of Absence,138.0,Travel_Frequently,Yes
917,Emp917,LN917,50,Nonbinary,Married,Human Resources,Recruiter,12572,Master's,2016-01-29,Terminated,128.0,Travel_Frequently,No
918,Emp918,LN918,26,Male,Single,R&D,Lab Technician,8547,Master's,2022-11-07,Leave of Absence,83.0,Travel_Rarely,Yes
919,Emp919,LN919,43,Nonbinary,Divorced,IT,Network Engineer,16178,Associate's,2021-07-01,Active,2.0,Non-Travel,No
920,Emp920,LN920,31,Nonbinary,Single,Engineering,Software Engineer,16467,Master's,2005-06-21,Leave of Absence,111.0,Travel_Rarely,No
921,Emp921,LN921,32,Female,Married,R&D,Lab Technician,12993,PhD,2015-12-15,Terminated,79.0,Travel_Frequently,Yes
922,Emp922,LN922,26,Female,Married,Engineering,DevOps Engineer,16584,Associate's,2011-04-23,Active,96.0,Non-Travel,Yes
923,Emp923,LN923,34,Female,Single,Human Resources,Recruiter,5801,Bachelor's,2014-11-03,Terminated,99.0,Travel_Rarely,No
924,Emp924,LN924,59,Nonbinary,Married,Engineering,Data Engineer,4730,Master's,2017-02-20,Active,96.0,Travel_Rarely,No
925,Emp925,LN925,48,Male,Divorced,Sales,Account Manager,7155,PhD,2006-11-28,Active,54.0,Non-Travel,Yes
926,Emp926,LN926,24,Nonbinary,Divorced,Sales,Sales Executive,4788,Bachelor's,2022-02-25,Terminated,76.0,Non-Travel,No
927,Emp927,LN927,22,Nonbinary,Married,Operations,Operations Analyst,12140,PhD,2017-02-09,Active,79.0,Travel_Rarely,No
928,Emp928,LN928,28,Nonbinary,Single,Engineering,DevOps Engineer,4015,PhD,2018-02-09,Leave of Absence,116.0,Travel_Frequently,Yes
929,Emp929,LN929,41,Male,Married,R&D,Principal Researcher,19005,High School,2021-01-23,Terminated,109.0,Travel_Rarely,No
930,Emp930,LN930,38,Male,Divorced,Marketing,SEO Specialist,9015,High School,2008-09-11,Leave of Absence,18.0,Travel_Frequently,No
931,Emp931,LN931,41,Female,Married,Engineering,Software Engineer,3973,Master's,2007-10-04,Leave of Absence,66.0,Travel_Frequently,Yes
932,Emp932,LN932,36,Female,Married,Human Resources,HR Manager,4631,Bachelor's,2006-01-29,Leave of Absence,39.0,Travel_Rarely,Yes
933,Emp933,LN933,29,Nonbinary,Married,Engineering,DevOps Engineer,9106,Master's,2007-11-16,Active,55.0,Travel_Frequently,No
934,Emp934,LN934,54,Nonbinary,Divorced,R&D,Principal Researcher,13346,Master's,2012-06-24,Leave of Absence,112.0,Non-Travel,Yes
935,Emp935,LN935,40,Nonbinary,Married,Customer Success,Support Associate,12882,Associate's,2012-05-07,Terminated,73.0,Travel_Frequently,Yes
936,Emp936,LN936,33,Nonbinary,Single,IT,Systems Admin,7048,PhD,2008-06-05,Leave of Absence,64.0,Travel_Rarely,No
937,Emp937,LN937,59,Male,Single,IT,Network Engineer,9116,Master's,2014-12-23,Active,17.0,Travel_Frequently,No
938,Emp938,LN938,41,Nonbinary,Single,Customer Success,Customer Success Manager,16381,Bachelor's,2016-11-15,Active,46.0,Travel_Frequently,No
939,Emp939,LN939,54,Male,Married,Finance,Finance Manager,8238,High School,2018-04-22,Leave of Absence,67.0,Travel_Rarely,Yes
940,Emp940,LN940,58,Nonbinary,Divorced,Human Resources,HR Specialist,18080,Bachelor's,2010-10-25,Leave of Absence,8.0,Travel_Rarely,Yes
941,Emp941,LN941,35,Nonbinary,Divorced,Operations,Operations Analyst,10450,Associate's,2017-02-18,Leave of Absence,100.0,Travel_Frequently,No
942,Emp942,LN942,55,Male,Married,Sales,Account Manager,9692,PhD,2018-01-27,Leave of Absence,15.0,Travel_Rarely,Yes
943,Emp943,LN943,34,Female,Single,Marketing,Marketing Analyst,11543,High School,2005-05-18,Active,123.0,Travel_Frequently,Yes
944,Emp944,LN944,50,Male,Divorced,Operations,Operations Analyst,6364,PhD,2009-06-20,Leave of Absence,136.0,Non-Travel,Yes
945,Emp945,LN945,27,Female,Married,Human Resources,HR Specialist,13172,Associate's,2010-06-19,Terminated,42.0,Non-Travel,No
946,Emp946,LN946,24,Nonbinary,Divorced,Operations,Operations Analyst,11586,High School,2006-03-22,Terminated,92.0,Non-Travel,Yes
