employee_id,review_date,review_cycle,overall_rating,goals_score,manager_score,potential_rating,bonus_percentage,promotion_recommendation,year,quarter
1015,2022-12-15,Annual,3,1.78,2.81,Medium,6,No,2022,4
1015,2023-06-15,Mid-Year,2,1.5,2.39,Medium,3,No,2023,2
1016,2021-12-15,Annual,3,2.01,2.63,Medium,6,No,2021,4
1016,2022-06-15,Mid-Year,1,1.0,1.0,Low,0,Yes,2022,2
1016,2022-12-15,Annual,3,1.94,2.18,Medium,6,No,2022,4
1016,2023-06-15,Mid-Year,3,2.49,3.21,Medium,6,No,2023,2
1017,2021-12-15,Annual,3,2.32,2.38,Medium,6,No,2021,4
1017,2022-06-15,Mid-Year,3,2.24,2.36,Medium,6,No,2022,2
1017,2022-12-15,Annual,2,1.24,1.54,Low,3,No,2022,4
1017,2023-06-15,Mid-Year,2,1.32,1.7,Low,3,No,2023,2
1018,2021-12-15,Annual,3,2.95,2.2,High,6,No,2021,4
1018,2022-06-15,Mid-Year,3,2.05,3.88,Medium,6,No,2022,2
1018,2022-12-15,Annual,5,3.91,4.61,Medium,15,No,2022,4
1018,2023-06-15,Mid-Year,3,2.65,3.42,High,6,No,2023,2
1019,2021-12-15,Annual,4,3.36,4.09,High,10,No,2021,4
1019,2022-06-15,Mid-Year,3,1.87,2.43,Medium,6,No,2022,2
1019,2022-12-15,Annual,3,2.45,1.76,Medium,6,No,2022,4
1019,2023-06-15,Mid-Year,2,1.7,1.72,Medium,3,No,2023,2
1022,2021-12-15,Annual,3,2.64,2.16,Medium,6,No,2021,4
1022,2022-06-15,Mid-Year,4,2.58,3.75,High,10,No,2022,2
1022,2022-12-15,Annual,3,2.12,2.56,Medium,6,No,2022,4
1022,2023-06-15,Mid-Year,3,2.44,3.28,Low,6,No,2023,2
1024,2021-12-15,Annual,3,2.11,3.12,Medium,6,No,2021,4
1024,2022-06-15,Mid-Year,3,3.15,2.76,Medium,6,Yes,2022,2
1024,2022-12-15,Annual,4,3.2,3.95,High,10,No,2022,4
1024,2023-06-15,Mid-Year,4,2.68,3.9,Medium,10,No,2023,2
1025,2021-12-15,Annual,3,2.92,3.47,High,6,No,2021,4
1025,2022-06-15,Mid-Year,3,2.6,2.32,Medium,6,No,2022,2
1025,2022-12-15,Annual,3,2.69,2.74,Medium,6,No,2022,4
1025,2023-06-15,Mid-Year,3,2.66,3.48,Medium,6,No,2023,2
1026,2021-12-15,Annual,3,2.88,2.91,Medium,6,Yes,2021,4
1026,2022-06-15,Mid-Year,4,2.86,3.24,Medium,10,Yes,2022,2
1026,2022-12-15,Annual,4,2.89,3.61,Medium,10,No,2022,4
1026,2023-06-15,Mid-Year,4,2.7,3.13,Medium,10,No,2023,2
1027,2021-12-15,Annual,2,1.01,1.45,Low,3,No,2021,4
1027,2022-06-15,Mid-Year,3,2.36,2.62,High,6,No,2022,2
1027,2022-12-15,Annual,3,2.61,2.57,High,6,No,2022,4
1027,2023-06-15,Mid-Year,2,2.16,1.0,Medium,3,No,2023,2
1028,2021-12-15,Annual,4,2.86,3.63,Medium,10,No,2021,4
1028,2022-06-15,Mid-Year,2,2.15,1.0,Medium,3,No,2022,2
1028,2022-12-15,Annual,4,3.18,3.45,Medium,10,No,2022,4
1028,2023-06-15,Mid-Year,3,2.83,2.93,Low,6,No,2023,2
1029,2021-12-15,Annual,3,2.82,1.02,Low,6,No,2021,4
1029,2022-06-15,Mid-Year,3,1.75,1.69,Low,6,No,2022,2
1029,2022-12-15,Annual,1,1.25,1.0,Low,0,No,2022,4
1029,2023-06-15,Mid-Year,3,1.69,2.79,High,6,No,2023,2
1030,2021-12-15,Annual,2,1.28,1.06,Medium,3,No,2021,4
1030,2022-06-15,Mid-Year,3,2.71,2.96,High,6,No,2022,2
1030,2022-12-15,Annual,4,3.08,3.35,High,10,No,2022,4
1030,2023-06-15,Mid-Year,4,2.5,4.18,Low,10,No,2023,2
1032,2021-12-15,Annual,3,2.06,2.87,High,6,No,2021,4
1032,2022-06-15,Mid-Year,4,3.22,2.57,Low,10,No,2022,2
1032,2022-12-15,Annual,3,2.1,2.83,Low,6,No,2022,4
1032,2023-06-15,Mid-Year,3,2.11,2.58,Low,6,No,2023,2
1033,2021-12-15,Annual,3,2.32,1.34,Low,6,No,2021,4
1033,2022-06-15,Mid-Year,4,3.39,3.07,Medium,10,No,2022,2
1033,2022-12-15,Annual,2,1.64,1.53,Medium,3,No,2022,4
1033,2023-06-15,Mid-Year,5,4.5,5.0,Medium,15,No,2023,2
1034,2021-12-15,Annual,3,1.91,1.68,Medium,6,No,2021,4
1034,2022-06-15,Mid-Year,3,2.6,2.4,Medium,6,No,2022,2
1034,2022-12-15,Annual,4,3.62,3.51,Low,10,No,2022,4
1034,2023-06-15,Mid-Year,4,2.94,3.44,High,10,No,2023,2
1035,2021-12-15,Annual,3,2.36,2.59,High,6,No,2021,4
1035,2022-06-15,Mid-Year,2,1.4,2.06,Medium,3,No,2022,2
1035,2022-12-15,Annual,3,1.96,3.2,Medium,6,No,2022,4
1035,2023-06-15,Mid-Year,3,1.84,2.92,Medium,6,No,2023,2
1036,2021-12-15,Annual,3,1.98,3.28,Medium,6,No,2021,4
1036,2022-06-15,Mid-Year,4,3.06,2.68,Medium,10,No,2022,2
1036,2022-12-15,Annual,3,2.17,3.31,Low,6,No,2022,4
1036,2023-06-15,Mid-Year,1,1.2,1.0,Medium,0,No,2023,2
1037,2021-12-15,Annual,3,2.56,2.68,Medium,6,No,2021,4
1037,2022-06-15,Mid-Year,2,2.23,1.59,High,3,No,2022,2
1037,2022-12-15,Annual,4,2.58,3.67,Medium,10,No,2022,4
1037,2023-06-15,Mid-Year,3,1.53,2.57,Medium,6,No,2023,2
1038,2021-12-15,Annual,3,2.75,2.74,Medium,6,No,2021,4
1038,2022-06-15,Mid-Year,4,2.8,2.85,Medium,10,No,2022,2
1038,2022-12-15,Annual,3,2.46,2.17,Low,6,No,2022,4
1038,2023-06-15,Mid-Year,3,1.94,3.06,High,6,No,2023,2
1039,2021-12-15,Annual,3,2.84,3.17,Low,6,No,2021,4
1039,2022-06-15,Mid-Year,4,3.34,2.59,Medium,10,No,2022,2
1039,2022-12-15,Annual,2,1.0,2.14,Medium,3,No,2022,4
1039,2023-06-15,Mid-Year,3,2.37,3.15,High,6,No,2023,2
1040,2021-12-15,Annual,3,2.33,3.6,High,6,No,2021,4
1040,2022-06-15,Mid-Year,3,2.14,2.78,Medium,6,No,2022,2
1040,2022-12-15,Annual,4,3.05,2.97,Medium,10,No,2022,4
1040,2023-06-15,Mid-Year,3,1.92,2.96,Medium,6,Yes,2023,2
1042,2021-12-15,Annual,3,2.33,2.32,Medium,6,No,2021,4
1042,2022-06-15,Mid-Year,4,3.25,3.4,Medium,10,No,2022,2
1042,2022-12-15,Annual,2,1.9,1.33,Medium,3,No,2022,4
1042,2023-06-15,Mid-Year,5,4.37,3.76,High,15,No,2023,2
1043,2021-12-15,Annual,3,2.1,3.02,Medium,6,No,2021,4
1043,2022-06-15,Mid-Year,2,1.41,1.55,Low,3,No,2022,2
1043,2022-12-15,Annual,3,2.01,2.77,High,6,No,2022,4
1043,2023-06-15,Mid-Year,3,1.72,2.83,Medium,6,No,2023,2
1044,2021-12-15,Annual,1,1.24,1.0,Medium,0,No,2021,4
1044,2022-06-15,Mid-Year,4,3.38,3.39,High,10,No,2022,2
1044,2022-12-15,Annual,3,2.63,1.42,Medium,6,No,2022,4
1044,2023-06-15,Mid-Year,3,2.42,1.57,Low,6,No,2023,2
1045,2021-12-15,Annual,3,2.25,2.56,Medium,6,No,2021,4
1045,2022-06-15,Mid-Year,3,2.4,2.85,Medium,6,No,2022,2
1045,2022-12-15,Annual,3,2.71,2.57,High,6,No,2022,4
1045,2023-06-15,Mid-Year,3,2.03,2.49,Medium,6,No,2023,2
1046,2021-12-15,Annual,4,2.84,3.28,High,10,No,2021,4
1046,2022-06-15,Mid-Year,4,2.79,3.25,High,10,No,2022,2
1046,2022-12-15,Annual,3,2.9,2.53,Low,6,No,2022,4
1046,2023-06-15,Mid-Year,2,1.37,1.0,Medium,3,Yes,2023,2
1047,2021-12-15,Annual,2,1.47,2.11,Medium,3,Yes,2021,4
1047,2022-06-15,Mid-Year,3,2.73,3.03,High,6,No,2022,2
1047,2022-12-15,Annual,2,1.38,1.76,Medium,3,Yes,2022,4
1047,2023-06-15,Mid-Year,4,3.4,2.7,Medium,10,No,2023,2
1048,2021-12-15,Annual,3,1.61,2.66,Low,6,No,2021,4
1048,2022-06-15,Mid-Year,3,2.98,1.92,Medium,6,No,2022,2
1048,2022-12-15,Annual,2,1.4,1.82,High,3,No,2022,4
1048,2023-06-15,Mid-Year,1,1.1,1.21,Medium,0,No,2023,2
1049,2021-12-15,Annual,3,2.19,2.85,Medium,6,No,2021,4
1049,2022-06-15,Mid-Year,3,2.45,2.93,Medium,6,No,2022,2
1049,2022-12-15,Annual,4,3.77,4.25,High,10,No,2022,4
1049,2023-06-15,Mid-Year,3,2.97,2.35,Medium,6,No,2023,2
1050,2021-12-15,Annual,2,2.29,1.72,Medium,3,Yes,2021,4
1050,2022-06-15,Mid-Year,3,2.59,1.96,Medium,6,No,2022,2
1050,2022-12-15,Annual,3,2.59,2.68,Medium,6,No,2022,4
1050,2023-06-15,Mid-Year,3,3.29,2.36,Medium,6,Yes,2023,2
1052,2021-12-15,Annual,4,3.49,3.03,Low,10,No,2021,4
1052,2022-06-15,Mid-Year,4,3.79,2.7,Medium,10,No,2022,2
1052,2022-12-15,Annual,2,1.0,1.48,Medium,3,No,2022,4
1052,2023-06-15,Mid-Year,3,2.28,2.36,High,6,No,2023,2
1053,2021-12-15,Annual,3,2.79,2.94,Low,6,No,2021,4
1053,2022-06-15,Mid-Year,3,1.95,1.74,Medium,6,No,2022,2
1053,2022-12-15,Annual,1,1.65,1.0,Low,0,No,2022,4
1053,2023-06-15,Mid-Year,2,1.19,2.18,Medium,3,No,2023,2
1055,2021-12-15,Annual,5,4.06,4.65,Medium,15,No,2021,4
1055,2022-06-15,Mid-Year,1,1.0,1.06,High,0,No,2022,2
1055,2022-12-15,Annual,5,4.3,4.68,Low,15,No,2022,4
1055,2023-06-15,Mid-Year,1,1.0,1.71,High,0,No,2023,2
1056,2021-12-15,Annual,5,4.06,4.37,Medium,15,Yes,2021,4
1056,2022-06-15,Mid-Year,2,1.38,1.56,Low,3,No,2022,2
1056,2022-12-15,Annual,4,3.34,2.83,High,10,No,2022,4
1056,2023-06-15,Mid-Year,2,1.58,1.0,High,3,No,2023,2
1060,2021-12-15,Annual,3,2.76,1.88,Medium,6,Yes,2021,4
1060,2022-06-15,Mid-Year,3,2.49,2.35,High,6,No,2022,2
1060,2022-12-15,Annual,2,1.83,2.65,Medium,3,No,2022,4
1060,2023-06-15,Mid-Year,2,1.0,1.27,High,3,Yes,2023,2
1061,2021-12-15,Annual,4,3.42,2.74,Medium,10,No,2021,4
1061,2022-06-15,Mid-Year,3,2.19,2.06,Medium,6,No,2022,2
1061,2022-12-15,Annual,2,1.04,1.55,Medium,3,No,2022,4
1061,2023-06-15,Mid-Year,3,2.65,2.32,Medium,6,No,2023,2
1062,2021-12-15,Annual,3,2.75,2.55,Medium,6,No,2021,4
1062,2022-06-15,Mid-Year,3,2.74,2.79,Medium,6,No,2022,2
1062,2022-12-15,Annual,3,2.69,1.56,Medium,6,No,2022,4
1062,2023-06-15,Mid-Year,2,1.51,1.41,Medium,3,No,2023,2
1066,2021-12-15,Annual,3,1.82,1.93,Medium,6,No,2021,4
1066,2022-06-15,Mid-Year,3,2.65,2.99,High,6,No,2022,2
1066,2022-12-15,Annual,1,1.0,1.0,Medium,0,No,2022,4
1066,2023-06-15,Mid-Year,3,2.73,2.69,Medium,6,No,2023,2
1068,2021-12-15,Annual,3,2.15,3.15,Medium,6,Yes,2021,4
1068,2022-06-15,Mid-Year,3,2.77,1.02,Low,6,No,2022,2
1068,2022-12-15,Annual,3,2.42,1.62,Low,6,No,2022,4
1068,2023-06-15,Mid-Year,1,1.0,1.55,Medium,0,No,2023,2
1069,2021-12-15,Annual,3,2.42,3.01,High,6,No,2021,4
1069,2022-06-15,Mid-Year,4,3.67,2.92,Low,10,No,2022,2
1069,2022-12-15,Annual,3,2.53,2.33,Medium,6,No,2022,4
1069,2023-06-15,Mid-Year,2,2.59,1.37,Medium,3,No,2023,2
1070,2021-12-15,Annual,3,1.85,2.07,Medium,6,No,2021,4
1070,2022-06-15,Mid-Year,3,2.28,2.37,Medium,6,No,2022,2
1070,2022-12-15,Annual,4,3.54,2.52,Low,10,No,2022,4
1070,2023-06-15,Mid-Year,3,2.7,3.9,Medium,6,Yes,2023,2
1071,2021-12-15,Annual,4,3.08,2.65,Low,10,No,2021,4
1071,2022-06-15,Mid-Year,4,3.16,2.75,Low,10,No,2022,2
1071,2022-12-15,Annual,3,1.99,2.59,High,6,No,2022,4
1071,2023-06-15,Mid-Year,4,3.12,3.31,Low,10,No,2023,2
1073,2021-12-15,Annual,3,3.3,3.0,Medium,6,Yes,2021,4
1073,2022-06-15,Mid-Year,3,2.28,3.18,Medium,6,Yes,2022,2
1073,2022-12-15,Annual,3,2.45,3.04,High,6,No,2022,4
1073,2023-06-15,Mid-Year,3,1.93,2.66,Low,6,No,2023,2
1074,2021-12-15,Annual,4,2.9,3.73,High,10,No,2021,4
1074,2022-06-15,Mid-Year,2,1.62,2.68,High,3,No,2022,2
1074,2022-12-15,Annual,2,1.67,1.32,Low,3,No,2022,4
1074,2023-06-15,Mid-Year,3,2.69,1.18,Medium,6,No,2023,2
1076,2021-12-15,Annual,3,2.0,1.86,Medium,6,No,2021,4
1076,2022-06-15,Mid-Year,4,4.38,3.01,Low,10,No,2022,2
1076,2022-12-15,Annual,3,2.72,2.59,Medium,6,No,2022,4
1076,2023-06-15,Mid-Year,5,4.64,4.56,Low,15,No,2023,2
1077,2021-12-15,Annual,2,2.23,2.0,Low,3,No,2021,4
1077,2022-06-15,Mid-Year,2,1.64,1.9,High,3,No,2022,2
1077,2022-12-15,Annual,3,2.32,2.97,High,6,No,2022,4
1077,2023-06-15,Mid-Year,4,3.34,3.35,Medium,10,Yes,2023,2
1079,2021-12-15,Annual,3,2.65,2.89,Medium,6,No,2021,4
1079,2022-06-15,Mid-Year,5,3.53,5.0,High,15,Yes,2022,2
1079,2022-12-15,Annual,3,2.1,2.4,High,6,No,2022,4
1079,2023-06-15,Mid-Year,2,1.82,2.09,Low,3,No,2023,2
1080,2021-12-15,Annual,1,1.11,1.63,Medium,0,No,2021,4
1080,2022-06-15,Mid-Year,3,2.6,2.39,High,6,No,2022,2
1080,2022-12-15,Annual,4,2.83,3.38,Medium,10,No,2022,4
1080,2023-06-15,Mid-Year,4,3.72,4.21,Medium,10,No,2023,2
1081,2021-12-15,Annual,3,1.7,2.45,High,6,No,2021,4
1081,2022-06-15,Mid-Year,4,3.25,3.99,High,10,No,2022,2
1081,2022-12-15,Annual,3,1.91,1.73,High,6,No,2022,4
1081,2023-06-15,Mid-Year,4,3.61,3.63,Medium,10,No,2023,2
1082,2021-12-15,Annual,3,2.02,3.0,Medium,6,No,2021,4
1082,2022-06-15,Mid-Year,5,4.12,3.54,Low,15,No,2022,2
1082,2022-12-15,Annual,3,1.93,2.59,High,6,No,2022,4
1082,2023-06-15,Mid-Year,3,2.0,2.86,Low,6,No,2023,2
1083,2021-12-15,Annual,2,1.64,1.0,Medium,3,No,2021,4
1083,2022-06-15,Mid-Year,3,1.74,2.71,Medium,6,Yes,2022,2
1083,2022-12-15,Annual,4,3.21,3.17,Low,10,No,2022,4
1083,2023-06-15,Mid-Year,3,3.09,3.29,High,6,No,2023,2
1084,2021-12-15,Annual,3,2.01,1.78,High,6,No,2021,4
1084,2022-06-15,Mid-Year,4,2.89,4.07,Medium,10,Yes,2022,2
1084,2022-12-15,Annual,4,3.42,2.9,Medium,10,No,2022,4
1084,2023-06-15,Mid-Year,3,2.56,2.31,High,6,No,2023,2
1085,2021-12-15,Annual,3,2.81,2.62,High,6,No,2021,4
1085,2022-06-15,Mid-Year,2,1.5,2.17,Medium,3,No,2022,2
1085,2022-12-15,Annual,4,3.33,3.6,High,10,Yes,2022,4
1085,2023-06-15,Mid-Year,4,3.48,3.46,Medium,10,No,2023,2
1088,2021-12-15,Annual,2,1.42,1.62,Medium,3,No,2021,4
1088,2022-06-15,Mid-Year,2,1.46,2.36,Medium,3,No,2022,2
1088,2022-12-15,Annual,4,3.27,4.03,Low,10,No,2022,4
1088,2023-06-15,Mid-Year,4,3.38,4.3,Medium,10,No,2023,2
1092,2021-12-15,Annual,2,1.57,1.3,Medium,3,No,2021,4
1092,2022-06-15,Mid-Year,3,2.18,2.82,Medium,6,Yes,2022,2
1092,2022-12-15,Annual,3,2.05,1.91,Medium,6,No,2022,4
1092,2023-06-15,Mid-Year,2,1.64,1.55,Medium,3,Yes,2023,2
1094,2021-12-15,Annual,4,3.64,2.79,Medium,10,No,2021,4
1094,2022-06-15,Mid-Year,3,2.28,2.85,Medium,6,No,2022,2
1094,2022-12-15,Annual,3,2.31,2.38,High,6,No,2022,4
1094,2023-06-15,Mid-Year,2,1.53,1.4,Medium,3,No,2023,2
1096,2021-12-15,Annual,3,2.68,2.34,High,6,No,2021,4
1096,2022-06-15,Mid-Year,1,1.0,1.0,Medium,0,No,2022,2
1096,2022-12-15,Annual,4,3.03,3.55,Medium,10,No,2022,4
1096,2023-06-15,Mid-Year,2,1.19,1.08,Low,3,No,2023,2
1097,2021-12-15,Annual,4,2.88,3.55,Low,10,No,2021,4
1097,2022-06-15,Mid-Year,3,2.58,2.42,Low,6,No,2022,2
1097,2022-12-15,Annual,3,3.08,2.4,Medium,6,No,2022,4
1097,2023-06-15,Mid-Year,3,2.17,2.23,Medium,6,No,2023,2
1098,2021-12-15,Annual,3,2.59,2.95,Medium,6,No,2021,4
1098,2022-06-15,Mid-Year,3,2.55,2.51,Medium,6,No,2022,2
1098,2022-12-15,Annual,5,3.57,3.68,Medium,15,Yes,2022,4
1098,2023-06-15,Mid-Year,2,2.05,1.02,Medium,3,No,2023,2
1099,2021-12-15,Annual,3,2.21,2.16,Medium,6,No,2021,4
1099,2022-06-15,Mid-Year,3,3.05,1.58,Medium,6,No,2022,2
1099,2022-12-15,Annual,3,2.49,2.59,Medium,6,No,2022,4
1099,2023-06-15,Mid-Year,3,3.28,1.89,Medium,6,No,2023,2
1100,2021-12-15,Annual,3,1.79,2.79,Medium,6,No,2021,4
1100,2022-06-15,Mid-Year,3,2.02,1.95,Low,6,No,2022,2
1100,2022-12-15,Annual,3,3.05,3.31,High,6,No,2022,4
1100,2023-06-15,Mid-Year,2,1.44,2.46,Low,3,No,2023,2
1101,2021-12-15,Annual,3,2.67,3.03,Medium,6,No,2021,4
1101,2022-06-15,Mid-Year,3,3.03,2.32,High,6,No,2022,2
1101,2022-12-15,Annual,5,4.33,4.84,Medium,15,No,2022,4
1101,2023-06-15,Mid-Year,3,1.9,2.66,Low,6,No,2023,2
1102,2021-12-15,Annual,2,1.39,1.74,Medium,3,No,2021,4
1102,2022-06-15,Mid-Year,3,2.35,2.72,Low,6,No,2022,2
1102,2022-12-15,Annual,3,2.97,2.48,Medium,6,Yes,2022,4
1102,2023-06-15,Mid-Year,2,1.01,1.84,Medium,3,No,2023,2
1103,2021-12-15,Annual,3,1.91,3.55,High,6,No,2021,4
1103,2022-06-15,Mid-Year,2,1.0,1.52,Low,3,No,2022,2
1103,2022-12-15,Annual,2,1.6,1.86,Medium,3,No,2022,4
1103,2023-06-15,Mid-Year,3,2.22,2.04,Medium,6,Yes,2023,2
1105,2021-12-15,Annual,3,2.1,2.52,High,6,No,2021,4
1105,2022-06-15,Mid-Year,5,3.92,4.71,Medium,15,No,2022,2
1105,2022-12-15,Annual,3,2.46,2.1,High,6,No,2022,4
1105,2023-06-15,Mid-Year,2,1.3,1.83,Medium,3,No,2023,2
1106,2021-12-15,Annual,3,2.4,2.62,Low,6,No,2021,4
1106,2022-06-15,Mid-Year,2,1.53,1.81,Low,3,No,2022,2
1106,2022-12-15,Annual,4,3.27,3.22,High,10,No,2022,4
1106,2023-06-15,Mid-Year,3,2.91,2.4,Medium,6,No,2023,2
1107,2021-12-15,Annual,3,2.69,2.07,Medium,6,No,2021,4
1107,2022-06-15,Mid-Year,2,1.0,2.03,Low,3,No,2022,2
1107,2022-12-15,Annual,1,1.0,1.0,Medium,0,No,2022,4
1107,2023-06-15,Mid-Year,4,2.89,3.86,High,10,No,2023,2
1108,2021-12-15,Annual,4,3.32,3.19,Medium,10,No,2021,4
1108,2022-06-15,Mid-Year,2,1.38,1.72,Medium,3,No,2022,2
1108,2022-12-15,Annual,2,1.38,2.09,Medium,3,No,2022,4
1108,2023-06-15,Mid-Year,1,1.0,1.0,Low,0,Yes,2023,2
1109,2021-12-15,Annual,3,2.21,2.89,Medium,6,No,2021,4
1109,2022-06-15,Mid-Year,4,3.34,4.21,Medium,10,No,2022,2
1109,2022-12-15,Annual,2,1.23,1.65,High,3,No,2022,4
1109,2023-06-15,Mid-Year,3,2.77,1.9,Medium,6,No,2023,2
1111,2021-12-15,Annual,4,2.89,3.41,Medium,10,No,2021,4
1111,2022-06-15,Mid-Year,2,1.66,1.73,Medium,3,No,2022,2
1111,2022-12-15,Annual,2,1.81,1.07,Medium,3,Yes,2022,4
1111,2023-06-15,Mid-Year,3,2.91,2.97,Medium,6,No,2023,2
1113,2021-12-15,Annual,5,4.76,3.83,High,15,No,2021,4
1113,2022-06-15,Mid-Year,3,2.99,2.39,Medium,6,No,2022,2
1113,2022-12-15,Annual,3,2.93,2.36,Low,6,No,2022,4
1113,2023-06-15,Mid-Year,3,2.04,2.46,Low,6,Yes,2023,2
1114,2021-12-15,Annual,3,2.08,2.65,High,6,No,2021,4
1114,2022-06-15,Mid-Year,3,2.12,2.17,High,6,No,2022,2
1114,2022-12-15,Annual,3,2.73,2.32,Medium,6,No,2022,4
1114,2023-06-15,Mid-Year,2,1.74,1.65,Medium,3,No,2023,2
1115,2021-12-15,Annual,3,2.35,2.62,Medium,6,No,2021,4
1115,2022-06-15,Mid-Year,3,2.52,3.13,Medium,6,No,2022,2
1115,2022-12-15,Annual,3,2.58,2.19,High,6,No,2022,4
1115,2023-06-15,Mid-Year,3,2.05,2.73,Low,6,No,2023,2
1116,2021-12-15,Annual,3,2.12,2.18,Medium,6,No,2021,4
1116,2022-06-15,Mid-Year,1,1.13,1.0,High,0,Yes,2022,2
1116,2022-12-15,Annual,2,1.49,1.48,Medium,3,No,2022,4
1116,2023-06-15,Mid-Year,3,2.74,2.42,Medium,6,No,2023,2
1117,2021-12-15,Annual,3,2.8,2.56,Low,6,No,2021,4
1117,2022-06-15,Mid-Year,3,2.4,2.44,Medium,6,No,2022,2
1117,2022-12-15,Annual,2,1.27,1.87,Medium,3,No,2022,4
1117,2023-06-15,Mid-Year,5,4.55,4.29,Medium,15,No,2023,2
1118,2021-12-15,Annual,5,3.34,3.12,Medium,15,No,2021,4
1118,2022-06-15,Mid-Year,3,2.54,2.79,Medium,6,No,2022,2
1118,2022-12-15,Annual,4,3.17,2.99,Medium,10,No,2022,4
1118,2023-06-15,Mid-Year,3,2.2,2.98,High,6,No,2023,2
1119,2021-12-15,Annual,3,1.39,3.34,High,6,No,2021,4
1119,2022-06-15,Mid-Year,2,1.84,1.96,Low,3,No,2022,2
1119,2022-12-15,Annual,3,3.03,2.58,Medium,6,No,2022,4
1119,2023-06-15,Mid-Year,5,4.19,4.05,Low,15,No,2023,2
1120,2021-12-15,Annual,4,2.93,4.27,High,10,Yes,2021,4
1120,2022-06-15,Mid-Year,5,3.78,4.62,Medium,15,No,2022,2
1120,2022-12-15,Annual,4,3.16,2.93,Medium,10,Yes,2022,4
1120,2023-06-15,Mid-Year,3,2.98,1.98,Medium,6,No,2023,2
1121,2021-12-15,Annual,3,2.17,3.6,High,6,No,2021,4
1121,2022-06-15,Mid-Year,3,2.48,2.84,High,6,No,2022,2
1121,2022-12-15,Annual,3,2.39,3.19,Medium,6,No,2022,4
1121,2023-06-15,Mid-Year,1,1.04,1.0,Medium,0,No,2023,2
1124,2021-12-15,Annual,3,1.81,3.17,Medium,6,No,2021,4
1124,2022-06-15,Mid-Year,3,2.25,2.43,Medium,6,Yes,2022,2
1124,2022-12-15,Annual,3,1.47,1.79,Medium,6,Yes,2022,4
1124,2023-06-15,Mid-Year,3,1.67,2.69,High,6,No,2023,2
1125,2021-12-15,Annual,2,1.54,2.09,Medium,3,Yes,2021,4
1125,2022-06-15,Mid-Year,3,3.3,2.37,Low,6,No,2022,2
1125,2022-12-15,Annual,4,3.58,3.47,Medium,10,No,2022,4
1125,2023-06-15,Mid-Year,3,2.92,2.57,Low,6,No,2023,2
1126,2021-12-15,Annual,3,2.85,2.06,Low,6,No,2021,4
1126,2022-06-15,Mid-Year,3,2.16,1.98,Low,6,No,2022,2
1126,2022-12-15,Annual,2,1.94,1.16,Medium,3,Yes,2022,4
1126,2023-06-15,Mid-Year,5,3.65,4.61,High,15,No,2023,2
1127,2021-12-15,Annual,2,1.71,1.01,Medium,3,Yes,2021,4
1127,2022-06-15,Mid-Year,1,1.25,1.0,High,0,No,2022,2
1127,2022-12-15,Annual,3,3.7,2.55,Medium,6,No,2022,4
1127,2023-06-15,Mid-Year,3,3.36,2.38,Medium,6,No,2023,2
1128,2021-12-15,Annual,3,2.11,2.24,High,6,No,2021,4
1128,2022-06-15,Mid-Year,3,2.28,3.13,Medium,6,Yes,2022,2
1128,2022-12-15,Annual,1,1.0,1.27,Medium,0,No,2022,4
1128,2023-06-15,Mid-Year,2,1.31,1.19,Medium,3,No,2023,2
1131,2021-12-15,Annual,3,2.32,3.02,High,6,No,2021,4
1131,2022-06-15,Mid-Year,2,1.98,1.95,Medium,3,No,2022,2
1131,2022-12-15,Annual,2,1.84,2.07,Low,3,No,2022,4
1131,2023-06-15,Mid-Year,3,2.03,2.42,Medium,6,No,2023,2
1132,2021-12-15,Annual,1,1.0,1.42,High,0,No,2021,4
1132,2022-06-15,Mid-Year,3,2.67,2.38,Medium,6,Yes,2022,2
1132,2022-12-15,Annual,1,1.07,1.0,High,0,No,2022,4
1132,2023-06-15,Mid-Year,3,2.26,1.49,Low,6,No,2023,2
1133,2021-12-15,Annual,3,2.13,2.16,High,6,No,2021,4
1133,2022-06-15,Mid-Year,4,3.15,2.97,Medium,10,No,2022,2
1133,2022-12-15,Annual,1,1.0,1.0,Medium,0,No,2022,4
1133,2023-06-15,Mid-Year,3,2.27,2.05,Medium,6,No,2023,2
1135,2021-12-15,Annual,2,1.59,1.87,Medium,3,No,2021,4
1135,2022-06-15,Mid-Year,3,2.75,2.03,Low,6,No,2022,2
1135,2022-12-15,Annual,3,2.86,2.41,Low,6,No,2022,4
1135,2023-06-15,Mid-Year,4,2.41,3.58,High,10,No,2023,2
1136,2021-12-15,Annual,3,2.77,3.26,High,6,No,2021,4
1136,2022-06-15,Mid-Year,1,1.03,1.0,Medium,0,No,2022,2
1136,2022-12-15,Annual,2,1.25,2.07,Low,3,No,2022,4
1136,2023-06-15,Mid-Year,3,2.05,2.48,High,6,No,2023,2
1137,2021-12-15,Annual,3,2.35,2.89,High,6,No,2021,4
1137,2022-06-15,Mid-Year,4,3.22,3.37,Medium,10,Yes,2022,2
1137,2022-12-15,Annual,2,1.5,1.79,Medium,3,No,2022,4
1137,2023-06-15,Mid-Year,4,2.69,2.37,Medium,10,No,2023,2
1138,2021-12-15,Annual,3,2.11,2.67,Medium,6,No,2021,4
1138,2022-06-15,Mid-Year,4,3.71,3.76,Medium,10,No,2022,2
1138,2022-12-15,Annual,3,2.12,2.7,Low,6,No,2022,4
1138,2023-06-15,Mid-Year,5,4.17,4.17,Medium,15,No,2023,2
