employee_id,review_date,review_cycle,overall_rating,goals_score,manager_score,potential_rating,bonus_percentage,promotion_recommendation
1097,2022-06-15,Mid-Year,3,2.58,2.42,Low,6,No
1097,2022-12-15,Annual,3,3.08,2.4,Medium,6,No
1097,2023-06-15,Mid-Year,3,2.17,2.23,Medium,6,No
1098,2021-12-15,Annual,3,2.59,2.95,Medium,6,No
1098,2022-06-15,Mid-Year,3,2.55,2.51,Medium,6,No
1098,2022-12-15,Annual,5,3.57,3.68,Medium,15,Yes
1098,2023-06-15,Mid-Year,2,2.05,1.02,Medium,3,No
1099,2021-12-15,Annual,3,2.21,2.16,Medium,6,No
1099,2022-06-15,Mid-Year,3,3.05,1.58,Medium,6,No
1099,2022-12-15,Annual,3,2.49,2.59,Medium,6,No
1099,2023-06-15,Mid-Year,3,3.28,1.89,Medium,6,No
1100,2021-12-15,Annual,3,1.79,2.79,Medium,6,No
1100,2022-06-15,Mid-Year,3,2.02,1.95,Low,6,No
1100,2022-12-15,Annual,3,3.05,3.31,High,6,No
1100,2023-06-15,Mid-Year,2,1.44,2.46,Low,3,No
1101,2021-12-15,Annual,3,2.67,3.03,Medium,6,No
1101,2022-06-15,Mid-Year,3,3.03,2.32,High,6,No
1101,2022-12-15,Annual,5,4.33,4.84,Medium,15,No
1101,2023-06-15,Mid-Year,3,1.9,2.66,Low,6,No
1102,2021-12-15,Annual,2,1.39,1.74,Medium,3,No
1102,2022-06-15,Mid-Year,3,2.35,2.72,Low,6,No
1102,2022-12-15,Annual,3,2.97,2.48,Medium,6,Yes
1102,2023-06-15,Mid-Year,2,1.01,1.84,Medium,3,No
1103,2021-12-15,Annual,3,1.91,3.55,High,6,No
1103,2022-06-15,Mid-Year,2,1.0,1.52,Low,3,No
1103,2022-12-15,Annual,2,1.6,1.86,Medium,3,No
1103,2023-06-15,Mid-Year,3,2.22,2.04,Medium,6,Yes
1105,2021-12-15,Annual,3,2.1,2.52,High,6,No
1105,2022-06-15,Mid-Year,5,3.92,4.71,Medium,15,No
1105,2022-12-15,Annual,3,2.46,2.1,High,6,No
1105,2023-06-15,Mid-Year,2,1.3,1.83,Medium,3,No
1106,2021-12-15,Annual,3,2.4,2.62,Low,6,No
1106,2022-06-15,Mid-Year,2,1.53,1.81,Low,3,No
1106,2022-12-15,Annual,4,3.27,3.22,High,10,No
1106,2023-06-15,Mid-Year,3,2.91,2.4,Medium,6,No
1107,2021-12-15,Annual,3,2.69,2.07,Medium,6,No
1107,2022-06-15,Mid-Year,2,1.0,2.03,Low,3,No
1107,2022-12-15,Annual,1,1.0,1.0,Medium,0,No
1107,2023-06-15,Mid-Year,4,2.89,3.86,High,10,No
1108,2021-12-15,Annual,4,3.32,3.19,Medium,10,No
1108,2022-06-15,Mid-Year,2,1.38,1.72,Medium,3,No
1108,2022-12-15,Annual,2,1.38,2.09,Medium,3,No
1108,2023-06-15,Mid-Year,1,1.0,1.0,Low,0,Yes
1109,2021-12-15,Annual,3,2.21,2.89,Medium,6,No
1109,2022-06-15,Mid-Year,4,3.34,4.21,Medium,10,No
1109,2022-12-15,Annual,2,1.23,1.65,High,3,No
1109,2023-06-15,Mid-Year,3,2.77,1.9,Medium,6,No
1111,2021-12-15,Annual,4,2.89,3.41,Medium,10,No
1111,2022-06-15,Mid-Year,2,1.66,1.73,Medium,3,No
1111,2022-12-15,Annual,2,1.81,1.07,Medium,3,Yes
1111,2023-06-15,Mid-Year,3,2.91,2.97,Medium,6,No
1113,2021-12-15,Annual,5,4.76,3.83,High,15,No
1113,2022-06-15,Mid-Year,3,2.99,2.39,Medium,6,No
1113,2022-12-15,Annual,3,2.93,2.36,Low,6,No
1113,2023-06-15,Mid-Year,3,2.04,2.46,Low,6,Yes
1114,2021-12-15,Annual,3,2.08,2.65,High,6,No
1114,2022-06-15,Mid-Year,3,2.12,2.17,High,6,No
1114,2022-12-15,Annual,3,2.73,2.32,Medium,6,No
1114,2023-06-15,Mid-Year,2,1.74,1.65,Medium,3,No
1115,2021-12-15,Annual,3,2.35,2.62,Medium,6,No
1115,2022-06-15,Mid-Year,3,2.52,3.13,Medium,6,No
1115,2022-12-15,Annual,3,2.58,2.19,High,6,No
1115,2023-06-15,Mid-Year,3,2.05,2.73,Low,6,No
1116,2021-12-15,Annual,3,2.12,2.18,Medium,6,No
1116,2022-06-15,Mid-Year,1,1.13,1.0,High,0,Yes
1116,2022-12-15,Annual,2,1.49,1.48,Medium,3,No
1116,2023-06-15,Mid-Year,3,2.74,2.42,Medium,6,No
1117,2021-12-15,Annual,3,2.8,2.56,Low,6,No
1117,2022-06-15,Mid-Year,3,2.4,2.44,Medium,6,No
1117,2022-12-15,Annual,2,1.27,1.87,Medium,3,No
1117,2023-06-15,Mid-Year,5,4.55,4.29,Medium,15,No
1118,2021-12-15,Annual,5,3.34,3.12,Medium,15,No
1118,2022-06-15,Mid-Year,3,2.54,2.79,Medium,6,No
1118,2022-12-15,Annual,4,3.17,2.99,Medium,10,No
1118,2023-06-15,Mid-Year,3,2.2,2.98,High,6,No
1119,2021-12-15,Annual,3,1.39,3.34,High,6,No
1119,2022-06-15,Mid-Year,2,1.84,1.96,Low,3,No
1119,2022-12-15,Annual,3,3.03,2.58,Medium,6,No
1119,2023-06-15,Mid-Year,5,4.19,4.05,Low,15,No
1120,2021-12-15,Annual,4,2.93,4.27,High,10,Yes
1120,2022-06-15,Mid-Year,5,3.78,4.62,Medium,15,No
1120,2022-12-15,Annual,4,3.16,2.93,Medium,10,Yes
1120,2023-06-15,Mid-Year,3,2.98,1.98,Medium,6,No
1121,2021-12-15,Annual,3,2.17,3.6,High,6,No
1121,2022-06-15,Mid-Year,3,2.48,2.84,High,6,No
1121,2022-12-15,Annual,3,2.39,3.19,Medium,6,No
1121,2023-06-15,Mid-Year,1,1.04,1.0,Medium,0,No
1124,2021-12-15,Annual,3,1.81,3.17,Medium,6,No
1124,2022-06-15,Mid-Year,3,2.25,2.43,Medium,6,Yes
1124,2022-12-15,Annual,3,1.47,1.79,Medium,6,Yes
1124,2023-06-15,Mid-Year,3,1.67,2.69,High,6,No
1125,2021-12-15,Annual,2,1.54,2.09,Medium,3,Yes
1125,2022-06-15,Mid-Year,3,3.3,2.37,Low,6,No
1125,2022-12-15,Annual,4,3.58,3.47,Medium,10,No
1125,2023-06-15,Mid-Year,3,2.92,2.57,Low,6,No
1126,2021-12-15,Annual,3,2.85,2.06,Low,6,No
1126,2022-06-15,Mid-Year,3,2.16,1.98,Low,6,No
1126,2022-12-15,Annual,2,1.94,1.16,Medium,3,Yes
1126,2023-06-15,Mid-Year,5,3.65,4.61,High,15,No
1127,2021-12-15,Annual,2,1.71,1.01,Medium,3,Yes
1127,2022-06-15,Mid-Year,1,1.25,1.0,High,0,No
1127,2022-12-15,Annual,3,3.7,2.55,Medium,6,No
1127,2023-06-15,Mid-Year,3,3.36,2.38,Medium,6,No
1128,2021-12-15,Annual,3,2.11,2.24,High,6,No
1128,2022-06-15,Mid-Year,3,2.28,3.13,Medium,6,Yes
1128,2022-12-15,Annual,1,1.0,1.27,Medium,0,No
1128,2023-06-15,Mid-Year,2,1.31,1.19,Medium,3,No
1131,2021-12-15,Annual,3,2.32,3.02,High,6,No
1131,2022-06-15,Mid-Year,2,1.98,1.95,Medium,3,No
1131,2022-12-15,Annual,2,1.84,2.07,Low,3,No
1131,2023-06-15,Mid-Year,3,2.03,2.42,Medium,6,No
1132,2021-12-15,Annual,1,1.0,1.42,High,0,No
1132,2022-06-15,Mid-Year,3,2.67,2.38,Medium,6,Yes
1132,2022-12-15,Annual,1,1.07,1.0,High,0,No
1132,2023-06-15,Mid-Year,3,2.26,1.49,Low,6,No
1133,2021-12-15,Annual,3,2.13,2.16,High,6,No
1133,2022-06-15,Mid-Year,4,3.15,2.97,Medium,10,No
1133,2022-12-15,Annual,1,1.0,1.0,Medium,0,No
1133,2023-06-15,Mid-Year,3,2.27,2.05,Medium,6,No
1135,2021-12-15,Annual,2,1.59,1.87,Medium,3,No
1135,2022-06-15,Mid-Year,3,2.75,2.03,Low,6,No
1135,2022-12-15,Annual,3,2.86,2.41,Low,6,No
1135,2023-06-15,Mid-Year,4,2.41,3.58,High,10,No
1136,2021-12-15,Annual,3,2.77,3.26,High,6,No
1136,2022-06-15,Mid-Year,1,1.03,1.0,Medium,0,No
1136,2022-12-15,Annual,2,1.25,2.07,Low,3,No
1136,2023-06-15,Mid-Year,3,2.05,2.48,High,6,No
1137,2021-12-15,Annual,3,2.35,2.89,High,6,No
1137,2022-06-15,Mid-Year,4,3.22,3.37,Medium,10,Yes
1137,2022-12-15,Annual,2,1.5,1.79,Medium,3,No
1137,2023-06-15,Mid-Year,4,2.69,2.37,Medium,10,No
1138,2021-12-15,Annual,3,2.11,2.67,Medium,6,No
1138,2022-06-15,Mid-Year,4,3.71,3.76,Medium,10,No
1138,2022-12-15,Annual,3,2.12,2.7,Low,6,No
1138,2023-06-15,Mid-Year,5,4.17,4.17,Medium,15,No
1140,2021-12-15,Annual,3,2.94,3.05,Low,6,No
1140,2022-06-15,Mid-Year,3,2.57,2.74,Medium,6,No
1140,2022-12-15,Annual,3,1.93,3.19,Low,6,No
1140,2023-06-15,Mid-Year,4,2.7,2.34,High,10,No
1143,2021-12-15,Annual,3,2.34,2.89,Medium,6,Yes
1143,2022-06-15,Mid-Year,3,2.79,2.66,Medium,6,No
1143,2022-12-15,Annual,3,2.37,1.76,Medium,6,No
1143,2023-06-15,Mid-Year,2,1.58,1.67,Low,3,No
1148,2021-12-15,Annual,3,2.96,1.97,Medium,6,No
1148,2022-06-15,Mid-Year,3,2.38,2.55,High,6,No
1148,2022-12-15,Annual,3,1.91,1.77,High,6,No
1148,2023-06-15,Mid-Year,4,3.08,2.84,Medium,10,Yes
1150,2021-12-15,Annual,4,2.66,3.78,High,10,No
1150,2022-06-15,Mid-Year,2,1.94,1.88,High,3,No
1150,2022-12-15,Annual,4,2.89,3.14,High,10,No
1150,2023-06-15,Mid-Year,3,2.55,2.15,Medium,6,Yes
1152,2021-12-15,Annual,4,3.43,2.76,High,10,No
1152,2022-06-15,Mid-Year,3,2.06,1.65,Low,6,No
1152,2022-12-15,Annual,3,2.43,2.25,Low,6,No
1152,2023-06-15,Mid-Year,4,3.41,3.19,High,10,No
1154,2021-12-15,Annual,4,3.98,3.44,Medium,10,No
1154,2022-06-15,Mid-Year,3,2.08,2.71,Medium,6,No
1154,2022-12-15,Annual,2,1.67,2.06,High,3,No
1154,2023-06-15,Mid-Year,3,2.64,1.96,Medium,6,Yes
1156,2021-12-15,Annual,3,2.78,1.9,Medium,6,No
1156,2022-06-15,Mid-Year,3,2.65,2.78,Medium,6,No
1156,2022-12-15,Annual,3,3.66,2.46,High,6,No
1156,2023-06-15,Mid-Year,5,3.68,4.16,Low,15,No
1157,2021-12-15,Annual,3,2.12,3.1,Medium,6,No
1157,2022-06-15,Mid-Year,3,2.36,2.55,Medium,6,No
1157,2022-12-15,Annual,3,2.5,2.59,High,6,Yes
1157,2023-06-15,Mid-Year,3,2.38,1.92,High,6,No
1158,2021-12-15,Annual,3,3.36,2.35,Medium,6,No
1158,2022-06-15,Mid-Year,1,1.01,1.06,Medium,0,No
1158,2022-12-15,Annual,1,1.0,1.0,Medium,0,No
1158,2023-06-15,Mid-Year,4,3.28,3.74,High,10,No
1160,2021-12-15,Annual,3,2.5,3.2,Medium,6,No
1160,2022-06-15,Mid-Year,2,1.25,1.23,High,3,No
1160,2022-12-15,Annual,3,2.37,2.35,Medium,6,No
1160,2023-06-15,Mid-Year,3,2.64,2.59,Medium,6,No
1161,2021-12-15,Annual,1,1.0,2.11,Medium,0,No
1161,2022-06-15,Mid-Year,3,1.93,3.68,High,6,No
1161,2022-12-15,Annual,4,3.52,3.09,Medium,10,No
1161,2023-06-15,Mid-Year,3,3.33,3.44,Low,6,No
1162,2021-12-15,Annual,3,2.56,3.01,Medium,6,No
1162,2022-06-15,Mid-Year,3,2.48,1.7,Medium,6,No
1162,2022-12-15,Annual,4,3.97,2.64,High,10,No
1162,2023-06-15,Mid-Year,3,1.92,3.18,Medium,6,No
1163,2021-12-15,Annual,3,2.15,1.85,Medium,6,No
1163,2022-06-15,Mid-Year,4,2.77,2.7,Medium,10,No
1163,2022-12-15,Annual,3,2.99,2.51,High,6,No
1163,2023-06-15,Mid-Year,5,3.73,5.0,High,15,No
1164,2021-12-15,Annual,2,1.32,2.04,Medium,3,No
1164,2022-06-15,Mid-Year,3,3.21,1.64,Medium,6,No
1164,2022-12-15,Annual,3,2.65,2.85,Medium,6,No
1164,2023-06-15,Mid-Year,5,4.14,4.3,Medium,15,No
1165,2021-12-15,Annual,1,1.0,1.06,Medium,0,No
1165,2022-06-15,Mid-Year,3,2.78,2.74,Medium,6,Yes
1165,2022-12-15,Annual,3,1.77,2.2,High,6,No
1165,2023-06-15,Mid-Year,4,3.27,2.96,High,10,No
1166,2021-12-15,Annual,3,2.86,2.89,Medium,6,No
1166,2022-06-15,Mid-Year,2,1.92,1.77,Medium,3,No
1166,2022-12-15,Annual,3,2.43,3.03,Medium,6,No
1166,2023-06-15,Mid-Year,3,2.51,2.77,Medium,6,No
1167,2021-12-15,Annual,3,2.55,2.79,Medium,6,No
1167,2022-06-15,Mid-Year,3,2.37,2.89,Medium,6,No
1167,2022-12-15,Annual,4,3.26,4.24,High,10,No
1167,2023-06-15,Mid-Year,3,2.56,2.86,Medium,6,No
1171,2021-12-15,Annual,2,1.0,1.35,Low,3,No
1171,2022-06-15,Mid-Year,2,2.19,1.08,High,3,No
1171,2022-12-15,Annual,3,1.93,3.3,Medium,6,No
1171,2023-06-15,Mid-Year,2,1.0,1.84,Medium,3,No
1172,2021-12-15,Annual,3,3.07,2.24,Medium,6,No
1172,2022-06-15,Mid-Year,3,1.96,2.99,Low,6,No
1172,2022-12-15,Annual,3,2.64,1.77,Medium,6,Yes
1172,2023-06-15,Mid-Year,2,1.67,1.15,Medium,3,No
1173,2021-12-15,Annual,4,2.78,3.17,Medium,10,No
1173,2022-06-15,Mid-Year,2,2.01,1.35,Medium,3,No
1173,2022-12-15,Annual,3,2.43,1.4,Medium,6,No
1173,2023-06-15,Mid-Year,3,2.25,2.97,Low,6,No
1175,2021-12-15,Annual,3,2.47,2.93,Low,6,No
1175,2022-06-15,Mid-Year,1,1.0,1.14,Medium,0,Yes
1175,2022-12-15,Annual,3,2.02,2.72,Low,6,No
1175,2023-06-15,Mid-Year,3,2.28,3.25,Medium,6,Yes
1177,2021-12-15,Annual,3,2.54,2.29,Medium,6,No
1177,2022-06-15,Mid-Year,3,2.18,2.98,Medium,6,No
1177,2022-12-15,Annual,3,2.95,3.51,Medium,6,Yes
1177,2023-06-15,Mid-Year,3,2.52,2.84,Low,6,No
1179,2021-12-15,Annual,4,3.06,3.1,Medium,10,No
1179,2022-06-15,Mid-Year,3,1.39,1.98,Medium,6,No
1179,2022-12-15,Annual,4,3.74,3.26,Medium,10,No
1179,2023-06-15,Mid-Year,3,2.18,2.24,Medium,6,No
1180,2021-12-15,Annual,2,1.75,1.0,Medium,3,No
1180,2022-06-15,Mid-Year,4,3.34,4.69,High,10,No
1180,2022-12-15,Annual,3,2.45,1.81,Low,6,No
1180,2023-06-15,Mid-Year,4,3.71,2.09,Medium,10,No
1182,2021-12-15,Annual,2,1.0,1.46,Low,3,Yes
1182,2022-06-15,Mid-Year,3,2.19,2.06,Low,6,No
1182,2022-12-15,Annual,2,2.16,1.64,Medium,3,No
1182,2023-06-15,Mid-Year,3,2.64,1.84,High,6,No
1184,2021-12-15,Annual,3,2.54,1.78,Medium,6,No
1184,2022-06-15,Mid-Year,4,3.45,3.3,Medium,10,No
1184,2022-12-15,Annual,4,2.93,3.58,High,10,No
1184,2023-06-15,Mid-Year,4,3.28,3.79,Low,10,No
1185,2021-12-15,Annual,4,3.23,3.1,High,10,No
1185,2022-06-15,Mid-Year,2,2.29,2.01,Medium,3,No
1185,2022-12-15,Annual,3,1.93,3.04,Medium,6,No
1185,2023-06-15,Mid-Year,2,1.43,1.85,Medium,3,Yes
1188,2021-12-15,Annual,1,1.0,1.03,Medium,0,No
1188,2022-06-15,Mid-Year,2,1.85,2.25,Low,3,No
1188,2022-12-15,Annual,3,2.35,2.58,Medium,6,Yes
1188,2023-06-15,Mid-Year,3,2.76,2.13,Medium,6,No
1190,2021-12-15,Annual,3,2.42,2.4,High,6,No
1190,2022-06-15,Mid-Year,3,1.95,2.24,Medium,6,No
1190,2022-12-15,Annual,1,1.26,1.0,High,0,No
1190,2023-06-15,Mid-Year,4,2.61,3.54,High,10,Yes
1191,2021-12-15,Annual,2,1.61,1.83,Low,3,No
1191,2022-06-15,Mid-Year,4,3.78,3.53,Medium,10,No
1191,2022-12-15,Annual,4,2.85,3.85,Low,10,No
1191,2023-06-15,Mid-Year,3,2.22,2.43,Medium,6,No
1192,2021-12-15,Annual,3,2.66,2.81,Medium,6,No
1192,2022-06-15,Mid-Year,3,2.47,2.76,Low,6,No
1192,2022-12-15,Annual,1,1.0,1.88,Medium,0,No
1192,2023-06-15,Mid-Year,3,2.47,2.94,Medium,6,No
1193,2021-12-15,Annual,4,3.71,3.2,Medium,10,No
1193,2022-06-15,Mid-Year,3,2.79,1.95,Low,6,Yes
1193,2022-12-15,Annual,4,3.21,3.24,High,10,No
1193,2023-06-15,Mid-Year,3,2.61,2.34,Medium,6,No
1195,2021-12-15,Annual,3,2.3,2.75,Medium,6,Yes
1195,2022-06-15,Mid-Year,3,3.17,2.76,Medium,6,No
1195,2022-12-15,Annual,3,1.79,2.77,Medium,6,No
1195,2023-06-15,Mid-Year,4,3.03,3.64,Medium,10,No
1196,2021-12-15,Annual,3,2.19,2.99,High,6,No
1196,2022-06-15,Mid-Year,3,1.98,2.31,Medium,6,No
1196,2022-12-15,Annual,3,2.01,1.92,Medium,6,Yes
1196,2023-06-15,Mid-Year,4,3.2,3.26,Low,10,No
1198,2021-12-15,Annual,4,3.35,3.74,Medium,10,No
1198,2022-06-15,Mid-Year,3,1.92,2.55,High,6,No
1198,2022-12-15,Annual,3,1.89,2.35,Medium,6,No
1198,2023-06-15,Mid-Year,3,2.81,2.96,Medium,6,No
1200,2021-12-15,Annual,4,2.39,3.95,High,10,No
1200,2022-06-15,Mid-Year,4,2.95,2.77,Medium,10,No
1200,2022-12-15,Annual,2,1.91,1.38,High,3,No
1200,2023-06-15,Mid-Year,2,1.47,1.72,Medium,3,No
1201,2021-12-15,Annual,3,1.98,2.38,Medium,6,No
1201,2022-06-15,Mid-Year,3,2.61,1.55,Medium,6,No
1201,2022-12-15,Annual,3,2.3,1.96,Low,6,No
1201,2023-06-15,Mid-Year,4,3.11,4.3,Medium,10,No
1202,2021-12-15,Annual,5,3.86,3.92,Medium,15,No
1202,2022-06-15,Mid-Year,3,2.71,2.19,Low,6,No
1202,2022-12-15,Annual,3,2.57,3.31,Low,6,No
1202,2023-06-15,Mid-Year,3,2.36,2.84,Low,6,No
1203,2021-12-15,Annual,3,2.32,2.49,Low,6,No
1203,2022-06-15,Mid-Year,3,1.74,2.41,Medium,6,Yes
1203,2022-12-15,Annual,4,3.15,3.31,Medium,10,No
1203,2023-06-15,Mid-Year,3,3.07,3.1,Medium,6,No
1204,2021-12-15,Annual,3,2.23,2.77,Medium,6,No
1204,2022-06-15,Mid-Year,2,1.75,1.26,Medium,3,No
1204,2022-12-15,Annual,3,2.49,2.07,Low,6,No
1204,2023-06-15,Mid-Year,3,1.63,1.53,Medium,6,No
1206,2021-12-15,Annual,3,1.53,2.96,Medium,6,No
1206,2022-06-15,Mid-Year,3,2.26,3.1,Medium,6,No
1206,2022-12-15,Annual,3,2.39,2.65,Low,6,Yes
1206,2023-06-15,Mid-Year,3,2.26,3.34,Medium,6,No
1207,2021-12-15,Annual,3,2.74,2.2,Low,6,No
1207,2022-06-15,Mid-Year,3,2.79,3.02,Low,6,Yes
1207,2022-12-15,Annual,3,2.07,1.57,Medium,6,No
1207,2023-06-15,Mid-Year,4,3.53,3.58,Low,10,No
1210,2021-12-15,Annual,3,2.34,2.47,Medium,6,No
1210,2022-06-15,Mid-Year,2,1.05,2.42,High,3,No
1210,2022-12-15,Annual,3,1.88,1.83,High,6,No
1210,2023-06-15,Mid-Year,3,2.26,3.02,Medium,6,Yes
1211,2021-12-15,Annual,2,2.0,2.62,Medium,3,No
1211,2022-06-15,Mid-Year,3,1.68,2.52,Medium,6,Yes
1211,2022-12-15,Annual,2,1.22,1.61,Medium,3,No
1211,2023-06-15,Mid-Year,1,1.2,1.31,Medium,0,No
1212,2021-12-15,Annual,3,2.63,1.89,Medium,6,Yes
1212,2022-06-15,Mid-Year,4,3.03,2.28,Medium,10,No
1212,2022-12-15,Annual,2,1.15,1.47,Medium,3,No
1212,2023-06-15,Mid-Year,5,4.19,3.73,High,15,No
1215,2021-12-15,Annual,3,2.52,2.74,High,6,Yes
1215,2022-06-15,Mid-Year,3,2.31,2.24,Low,6,No
1215,2022-12-15,Annual,4,3.64,3.4,Medium,10,No
1215,2023-06-15,Mid-Year,5,3.29,4.4,High,15,No
1216,2021-12-15,Annual,3,2.11,2.39,Medium,6,No
1216,2022-06-15,Mid-Year,3,2.78,1.79,Low,6,No
1216,2022-12-15,Annual,3,1.9,2.29,Medium,6,No
1216,2023-06-15,Mid-Year,3,2.54,2.86,Medium,6,No
1217,2021-12-15,Annual,4,3.67,3.04,High,10,No
1217,2022-06-15,Mid-Year,3,2.37,2.55,Low,6,No
1217,2022-12-15,Annual,3,2.37,2.9,Medium,6,No
1217,2023-06-15,Mid-Year,3,2.5,2.69,Low,6,No
1218,2021-12-15,Annual,4,3.05,3.66,Medium,10,No
1218,2022-06-15,Mid-Year,5,4.52,4.53,High,15,No
1218,2022-12-15,Annual,1,1.18,1.28,High,0,No
1218,2023-06-15,Mid-Year,3,2.1,2.13,Medium,6,No
1219,2021-12-15,Annual,2,1.73,1.91,Medium,3,No
1219,2022-06-15,Mid-Year,3,2.79,2.39,Medium,6,No
1219,2022-12-15,Annual,3,2.62,3.36,Low,6,No
1219,2023-06-15,Mid-Year,3,2.13,1.74,Medium,6,No
1220,2021-12-15,Annual,2,1.18,2.1,High,3,No
1220,2022-06-15,Mid-Year,3,2.98,2.22,High,6,No
1220,2022-12-15,Annual,5,4.12,4.24,Medium,15,No
1220,2023-06-15,Mid-Year,3,2.09,2.26,Medium,6,No
1221,2021-12-15,Annual,3,3.06,2.53,High,6,No
1221,2022-06-15,Mid-Year,3,2.56,2.71,Low,6,No
1221,2022-12-15,Annual,2,1.56,1.44,Low,3,No
1221,2023-06-15,Mid-Year,3,2.35,3.01,Medium,6,No
1224,2021-12-15,Annual,1,1.47,1.08,Medium,0,No
1224,2022-06-15,Mid-Year,4,3.28,3.21,Medium,10,No
1224,2022-12-15,Annual,3,2.98,2.4,Medium,6,No
1224,2023-06-15,Mid-Year,4,3.69,2.77,Medium,10,No
1225,2021-12-15,Annual,3,1.97,2.94,Low,6,No
1225,2022-06-15,Mid-Year,3,2.19,1.79,High,6,No
1225,2022-12-15,Annual,2,1.45,2.18,Low,3,Yes
1225,2023-06-15,Mid-Year,3,1.85,2.12,Low,6,No
1226,2021-12-15,Annual,3,2.4,3.1,Low,6,No
1226,2022-06-15,Mid-Year,3,2.57,1.75,Medium,6,No
1226,2022-12-15,Annual,2,1.22,1.0,Medium,3,No
1226,2023-06-15,Mid-Year,3,3.09,2.1,Medium,6,No
1228,2021-12-15,Annual,3,1.82,2.8,High,6,No
1228,2022-06-15,Mid-Year,3,1.45,2.81,High,6,No
1228,2022-12-15,Annual,3,2.56,1.5,Medium,6,No
1228,2023-06-15,Mid-Year,3,1.82,1.65,Low,6,No
1231,2021-12-15,Annual,3,2.55,2.36,Medium,6,No
1231,2022-06-15,Mid-Year,4,3.05,4.03,Low,10,No
1231,2022-12-15,Annual,1,1.0,1.0,Medium,0,Yes
1231,2023-06-15,Mid-Year,3,1.98,2.47,Medium,6,No
1233,2021-12-15,Annual,1,1.08,1.36,Medium,0,No
1233,2022-06-15,Mid-Year,2,1.01,2.01,Medium,3,No
1233,2022-12-15,Annual,3,2.38,2.58,Low,6,No
1233,2023-06-15,Mid-Year,4,2.78,2.79,Medium,10,No
1234,2021-12-15,Annual,4,3.85,3.86,Medium,10,No
1234,2022-06-15,Mid-Year,5,4.68,4.64,Low,15,No
1234,2022-12-15,Annual,3,2.37,2.34,Medium,6,No
1234,2023-06-15,Mid-Year,4,2.92,3.07,Medium,10,No
1235,2021-12-15,Annual,3,1.96,2.23,Medium,6,No
1235,2022-06-15,Mid-Year,3,2.57,3.05,High,6,No
1235,2022-12-15,Annual,3,2.29,2.07,Medium,6,No
1235,2023-06-15,Mid-Year,3,2.82,3.49,Medium,6,No
1237,2021-12-15,Annual,1,1.0,1.06,Low,0,No
1237,2022-06-15,Mid-Year,3,1.37,2.49,Medium,6,No
1237,2022-12-15,Annual,2,1.0,1.92,Medium,3,No
1237,2023-06-15,Mid-Year,3,2.53,2.76,Low,6,No
1238,2021-12-15,Annual,4,3.63,3.5,Medium,10,No
1238,2022-06-15,Mid-Year,3,2.31,2.3,Medium,6,No
1238,2022-12-15,Annual,4,3.91,3.23,Medium,10,Yes
1238,2023-06-15,Mid-Year,3,3.09,2.68,Medium,6,No
1239,2021-12-15,Annual,4,3.08,2.81,High,10,No
1239,2022-06-15,Mid-Year,3,2.53,2.36,Medium,6,No
1239,2022-12-15,Annual,3,1.69,1.62,Medium,6,No
1239,2023-06-15,Mid-Year,3,1.84,2.13,Medium,6,Yes
1240,2021-12-15,Annual,3,2.83,2.81,Low,6,No
1240,2022-06-15,Mid-Year,4,3.34,3.55,Medium,10,No
1240,2022-12-15,Annual,1,1.02,1.0,Low,0,No
1240,2023-06-15,Mid-Year,3,3.46,2.71,Medium,6,No
1241,2021-12-15,Annual,3,2.84,2.92,Low,6,No
1241,2022-06-15,Mid-Year,3,2.3,2.91,Medium,6,No
1241,2022-12-15,Annual,3,2.51,2.34,Medium,6,No
1241,2023-06-15,Mid-Year,3,1.83,2.76,Medium,6,No
1242,2021-12-15,Annual,4,3.53,3.6,High,10,Yes
1242,2022-06-15,Mid-Year,5,4.26,4.19,High,15,Yes
1242,2022-12-15,Annual,4,2.45,3.07,Low,10,No
1242,2023-06-15,Mid-Year,3,1.59,3.46,High,6,No
1243,2021-12-15,Annual,3,3.16,2.39,Low,6,No
1243,2022-06-15,Mid-Year,3,2.43,2.23,Medium,6,No
1243,2022-12-15,Annual,3,2.89,2.82,High,6,No
1243,2023-06-15,Mid-Year,2,1.33,2.19,High,3,No
1244,2021-12-15,Annual,3,2.12,1.79,Medium,6,No
1244,2022-06-15,Mid-Year,3,2.45,2.83,High,6,No
1244,2022-12-15,Annual,3,2.54,2.38,Medium,6,No
1244,2023-06-15,Mid-Year,4,3.18,4.4,High,10,No
1245,2021-12-15,Annual,3,2.75,2.05,Medium,6,No
1245,2022-06-15,Mid-Year,1,1.31,1.0,Medium,0,No
1245,2022-12-15,Annual,3,2.36,3.37,Medium,6,No
1245,2023-06-15,Mid-Year,3,2.37,2.55,Low,6,No
1246,2021-12-15,Annual,2,1.34,1.04,Medium,3,Yes
1246,2022-06-15,Mid-Year,3,2.45,2.28,Medium,6,No
1246,2022-12-15,Annual,2,2.24,1.56,Medium,3,No
1246,2023-06-15,Mid-Year,3,2.35,2.28,Low,6,No
1248,2021-12-15,Annual,3,2.78,2.61,Medium,6,No
1248,2022-06-15,Mid-Year,4,2.47,3.69,High,10,No
1248,2022-12-15,Annual,3,1.96,1.64,High,6,No
1248,2023-06-15,Mid-Year,3,2.61,2.81,Low,6,No
1249,2021-12-15,Annual,4,3.09,3.07,Low,10,No
1249,2022-06-15,Mid-Year,3,2.35,2.21,Medium,6,No
